,Biomass,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Nuclear,Nuclear,Other,Other,Solar,Solar,Waste,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,,
2020-01-01 00:00:00+01:00,9.000,0.000,6871.750,829.000,2064.250,16.000,0.000,0.000,485.000,0.000,2345.500,789.500,0.000,0.500,441.750,0.000,63.750,1.750,130.750,0.000
2020-01-01 01:00:00+01:00,9.000,0.000,6568.000,629.000,2023.250,16.000,0.000,0.000,485.000,0.000,1872.250,842.250,0.000,0.500,439.500,0.000,116.000,0.000,119.500,0.000
2020-01-01 02:00:00+01:00,9.000,0.000,6190.500,606.750,1980.750,16.250,0.000,0.000,484.000,0.000,1603.000,945.250,0.000,0.500,436.250,0.000,110.500,0.000,123.250,0.000
2020-01-01 03:00:00+01:00,9.000,0.000,5994.250,603.000,1476.500,16.250,0.000,0.000,484.000,0.000,1534.750,990.750,0.000,0.500,437.000,0.000,135.250,0.000,107.250,0.000
2020-01-01 04:00:00+01:00,9.000,0.000,5890.500,561.500,1124.500,16.000,0.000,0.000,484.750,0.000,1467.500,1020.750,0.000,0.500,428.750,0.000,143.000,0.000,106.250,0.000
2020-01-01 05:00:00+01:00,9.250,0.000,5784.250,522.000,1105.000,16.250,0.000,0.000,485.000,0.000,1403.500,1039.500,0.000,0.500,427.500,0.000,134.500,0.000,108.500,0.000
2020-01-01 06:00:00+01:00,9.000,0.000,5678.250,503.500,1105.500,16.250,0.000,0.000,485.000,0.000,1390.250,1023.500,0.000,0.500,420.750,0.000,110.000,0.000,99.500,0.000
2020-01-01 07:00:00+01:00,9.000,0.000,5755.750,536.250,1107.750,16.750,0.000,0.000,485.000,0.000,1580.500,1005.250,0.000,0.500,419.500,0.000,105.750,0.000,90.250,0.000
2020-01-01 08:00:00+01:00,10.000,0.000,5689.750,539.750,1112.000,17.250,0.000,0.000,485.000,0.000,1660.000,1002.500,0.000,0.500,426.250,0.000,85.500,0.000,86.750,0.250
2020-01-01 09:00:00+01:00,9.000,0.000,5737.250,531.000,1184.000,17.000,0.000,0.000,485.000,0.000,1743.750,974.000,1.000,0.000,419.500,0.000,147.750,0.000,101.500,0.000
2020-01-01 10:00:00+01:00,9.000,0.000,5913.500,519.000,1194.500,16.750,0.000,0.000,485.000,0.000,1793.250,942.750,5.750,0.000,415.000,0.000,170.250,0.000,106.000,0.000
2020-01-01 11:00:00+01:00,9.000,0.000,6205.500,547.000,1200.250,16.500,0.000,0.000,485.000,0.000,2049.250,893.750,9.250,0.000,415.500,0.000,186.500,0.000,95.500,0.000
2020-01-01 12:00:00+01:00,9.000,0.000,6172.250,546.750,1271.000,16.250,0.000,0.000,485.000,0.000,2109.750,854.250,11.500,0.000,413.500,0.000,274.250,0.000,78.000,0.000
2020-01-01 13:00:00+01:00,9.000,0.000,6056.250,546.750,1345.250,16.000,0.000,0.000,485.000,0.000,2084.250,841.500,10.250,0.000,415.250,0.000,264.250,0.000,80.000,0.000
2020-01-01 14:00:00+01:00,9.000,0.000,5855.750,539.500,1421.750,16.000,0.000,0.000,485.000,0.000,2023.000,860.000,9.000,0.000,416.000,0.000,233.500,0.000,86.000,0.750
2020-01-01 15:00:00+01:00,9.000,0.000,6260.250,570.750,1506.000,16.000,0.000,0.000,485.000,0.000,2092.000,881.000,3.000,0.000,418.250,0.000,197.500,0.000,99.000,0.250
2020-01-01 16:00:00+01:00,9.250,0.000,6578.750,583.250,1822.000,15.000,0.000,0.000,485.000,0.000,2399.750,845.000,0.250,0.500,408.750,0.000,221.250,0.000,94.750,0.000
2020-01-01 17:00:00+01:00,9.500,0.000,6733.000,600.750,1895.000,19.750,0.000,0.000,485.000,0.000,3054.500,775.250,0.000,0.500,413.000,0.000,286.250,0.000,109.750,0.000
2020-01-01 18:00:00+01:00,9.750,0.000,7128.500,721.750,1284.000,38.500,0.000,0.000,485.000,0.000,4462.000,704.750,0.000,0.500,411.000,0.000,417.750,0.000,113.000,0.000
2020-01-01 19:00:00+01:00,10.000,0.000,6926.750,613.000,1281.250,38.500,0.000,0.000,485.000,0.000,4232.250,735.500,0.000,0.500,401.500,0.000,420.250,0.000,122.250,0.000
2020-01-01 20:00:00+01:00,9.000,0.000,6699.250,598.500,1287.000,37.750,0.000,0.000,485.000,0.000,3391.000,752.750,0.000,0.500,402.500,0.000,426.500,0.000,146.000,0.000
2020-01-01 21:00:00+01:00,9.750,0.000,6731.250,600.750,1266.000,39.000,0.000,0.000,485.250,0.000,2937.250,754.000,0.000,0.500,406.250,0.000,457.000,0.000,142.250,0.000
2020-01-01 22:00:00+01:00,9.250,0.000,6800.250,609.000,1277.250,41.500,0.000,0.000,485.000,0.000,2764.500,766.000,0.000,0.500,405.000,0.000,531.500,0.000,144.500,0.000
2020-01-01 23:00:00+01:00,9.000,0.000,6520.000,549.750,1127.500,43.500,0.000,0.000,484.750,0.000,2189.500,809.250,0.000,0.500,418.000,0.000,467.500,0.000,141.750,0.000
2020-01-02 00:00:00+01:00,9.750,0.000,6403.250,574.000,1075.250,42.750,0.000,0.000,485.000,0.000,1673.500,920.500,0.000,0.500,417.750,0.000,508.250,0.000,143.500,0.250
2020-01-02 01:00:00+01:00,9.750,0.000,6479.750,595.750,773.750,43.000,0.000,0.000,485.000,0.000,1656.250,984.750,0.000,0.500,416.750,0.000,505.000,0.000,127.750,0.000
2020-01-02 02:00:00+01:00,9.000,0.000,6066.500,547.250,852.250,21.750,0.000,0.000,485.000,0.000,1545.250,1007.000,0.000,0.500,414.250,0.000,554.250,0.000,139.250,0.000
2020-01-02 03:00:00+01:00,9.500,0.000,6099.250,493.500,943.750,15.250,0.000,0.000,485.000,0.000,1407.250,1026.250,0.000,0.500,419.500,0.000,588.750,0.000,171.250,0.000
2020-01-02 04:00:00+01:00,9.250,0.000,6342.000,495.250,1051.000,14.500,0.000,0.000,485.000,0.000,1559.250,1023.250,0.000,0.500,421.000,0.000,590.500,0.000,188.000,0.000
2020-01-02 05:00:00+01:00,9.250,0.000,6450.000,560.500,972.750,27.000,0.000,0.000,485.000,0.000,2080.500,1035.250,0.000,0.250,410.000,0.000,597.000,0.000,186.250,0.000
2020-01-02 06:00:00+01:00,9.250,0.000,7180.500,742.500,792.250,30.750,0.000,0.000,485.000,0.000,2798.250,1000.500,0.000,0.500,415.000,0.000,610.750,0.000,217.000,0.000
2020-01-02 07:00:00+01:00,9.000,0.000,7505.750,929.500,803.500,28.250,0.000,0.000,484.750,0.000,3130.500,1011.000,0.000,0.500,404.500,0.000,612.750,0.000,271.250,0.000
2020-01-02 08:00:00+01:00,9.750,0.000,7798.750,969.500,937.500,28.500,0.000,0.000,485.000,0.000,3105.500,1056.250,0.000,0.500,387.500,0.000,639.250,0.000,257.000,0.000
2020-01-02 09:00:00+01:00,9.500,0.000,7896.000,972.000,1017.500,28.500,0.000,0.000,485.000,0.000,3151.750,1066.750,0.500,0.250,374.750,0.000,699.500,0.000,214.250,0.000
2020-01-02 10:00:00+01:00,9.000,0.000,7955.250,971.500,1016.250,26.500,0.000,0.000,485.000,0.000,3370.250,1023.750,2.500,0.000,382.750,0.000,711.250,0.000,247.000,0.000
2020-01-02 11:00:00+01:00,9.250,0.000,7864.750,971.000,1015.250,26.000,0.000,0.000,485.000,0.000,3439.500,993.000,5.000,0.000,400.000,0.000,727.750,0.000,317.250,0.000
2020-01-02 12:00:00+01:00,9.000,0.000,7832.000,971.750,1069.250,26.000,0.000,0.000,485.000,0.000,3587.000,964.250,7.000,0.000,399.250,0.000,720.000,0.000,360.750,0.000
2020-01-02 13:00:00+01:00,9.000,0.000,7794.250,971.250,1112.000,26.000,0.000,0.000,485.000,0.000,3605.250,998.750,6.000,0.000,397.500,0.000,744.250,0.000,417.750,0.000
2020-01-02 14:00:00+01:00,9.500,0.000,7777.250,972.250,1174.500,26.000,0.000,0.000,485.000,0.000,3678.250,1004.000,4.000,0.000,398.250,0.000,749.250,0.000,478.500,0.000
2020-01-02 15:00:00+01:00,9.000,0.000,7744.500,974.750,1192.500,26.000,0.000,0.000,485.000,0.000,3726.750,998.500,1.750,0.000,404.250,0.000,755.750,0.000,545.500,0.000
2020-01-02 16:00:00+01:00,9.000,0.000,7693.000,968.750,1198.750,25.750,0.000,0.000,485.000,0.000,4063.000,936.750,0.000,0.500,402.000,0.000,767.000,0.000,620.500,0.000
2020-01-02 17:00:00+01:00,9.000,0.000,7720.500,974.000,1191.750,25.500,0.000,0.000,485.000,0.000,5071.500,822.250,0.000,0.500,402.500,0.000,770.500,0.000,741.250,0.000
