,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,
2025-02-28 23:00:00+01:00,4162.000,12412.000,396.500,12024.500,6101.500,373.000,31.000,82.750,109.250,1361.000,5.000,277.250,100.500,10.000,0.000,715.500,700.500,5174.500,0.000
2025-03-01 00:00:00+01:00,4136.500,12203.750,443.750,10425.750,6008.000,371.000,31.000,131.500,39.000,1353.500,5.000,266.000,100.250,10.500,0.000,719.000,514.250,4602.500,0.000
2025-03-01 01:00:00+01:00,4082.500,12183.750,399.000,8762.750,6016.000,371.000,31.000,213.250,116.000,1343.000,5.000,278.250,100.750,9.000,0.000,716.250,597.500,4333.000,0.000
2025-03-01 02:00:00+01:00,4000.250,12180.750,382.750,7960.000,6025.750,371.000,31.000,92.500,57.750,1337.000,5.000,279.250,101.000,7.000,0.000,705.000,642.750,4244.750,0.000
2025-03-01 03:00:00+01:00,3962.500,12212.500,379.250,7942.000,6005.000,371.000,31.000,58.500,60.500,1332.750,5.000,287.000,101.500,7.000,0.000,708.500,673.000,4194.750,0.000
2025-03-01 04:00:00+01:00,3999.500,12247.250,399.500,7951.000,6051.250,371.000,31.000,85.500,31.750,1343.750,5.000,287.000,100.000,7.000,0.000,708.000,595.500,3992.500,0.000
2025-03-01 05:00:00+01:00,4139.500,12292.500,405.750,8107.500,6083.500,371.000,30.000,131.500,37.000,1353.500,4.500,302.000,101.250,7.000,0.000,695.000,625.000,3790.500,0.000
2025-03-01 06:00:00+01:00,4344.000,12294.250,413.000,8240.500,6125.000,371.000,30.000,284.750,200.250,1367.500,4.000,303.250,101.250,12.750,0.000,695.750,597.500,3862.500,0.000
2025-03-01 07:00:00+01:00,4614.250,12285.250,411.250,8497.000,6179.250,371.000,30.000,533.250,12.250,1362.000,10.250,303.000,100.500,759.500,0.000,698.250,570.000,3622.000,0.000
2025-03-01 08:00:00+01:00,4685.500,12365.000,437.500,8613.000,6180.500,371.000,29.750,1344.750,25.250,1375.000,24.500,303.000,100.250,3983.000,0.000,705.500,554.750,3145.250,0.000
2025-03-01 09:00:00+01:00,4563.250,12376.750,439.000,8433.250,5931.000,371.000,29.000,829.750,108.250,1366.500,4.000,304.750,99.000,8227.500,0.000,707.750,685.500,2804.750,0.000
2025-03-01 10:00:00+01:00,4313.750,12364.000,420.000,7842.750,5811.250,371.000,28.000,258.750,530.000,1409.750,4.000,305.000,98.750,12512.750,0.000,700.500,681.000,2837.250,0.000
2025-03-01 11:00:00+01:00,4138.500,12258.000,424.250,6870.500,5658.750,371.000,28.000,117.750,1810.750,1524.750,8.250,294.250,97.000,16168.750,0.000,696.250,594.250,3277.500,0.000
2025-03-01 12:00:00+01:00,4048.000,12253.750,427.750,6790.250,5538.500,371.000,28.000,9.750,3008.500,1551.500,4.500,294.500,97.750,18165.750,0.000,699.250,583.000,3621.250,0.000
2025-03-01 13:00:00+01:00,4035.500,12252.500,424.500,6996.000,5326.500,371.000,28.000,2.750,3899.250,1526.500,4.000,296.000,97.000,18016.500,0.000,694.500,734.000,3944.500,0.000
2025-03-01 14:00:00+01:00,4049.750,12253.250,437.500,6730.750,5301.000,371.000,28.000,0.000,4242.750,1507.250,4.000,296.000,99.000,16350.250,0.000,699.000,892.500,4225.250,0.000
2025-03-01 15:00:00+01:00,4132.750,12379.500,451.250,7215.000,5672.500,371.000,28.000,8.000,2747.250,1422.500,4.000,298.000,99.250,12206.000,0.000,699.000,1090.000,4346.500,0.000
2025-03-01 16:00:00+01:00,4451.500,12863.500,462.000,8974.250,6007.750,371.000,28.000,902.500,531.250,1358.750,5.750,307.000,99.000,6288.250,0.000,704.500,1137.000,4367.500,0.000
2025-03-01 17:00:00+01:00,4791.750,13024.750,499.500,9942.000,6065.000,371.000,28.000,3332.250,13.250,1418.000,43.250,307.000,99.250,1284.250,0.000,714.000,1288.000,4402.250,0.000
2025-03-01 18:00:00+01:00,4846.750,13170.500,498.500,10281.500,6060.250,371.000,28.000,5595.500,2.250,1509.000,176.750,307.000,99.250,57.250,0.000,713.500,1289.000,5411.000,0.000
2025-03-01 19:00:00+01:00,4844.250,12568.750,491.000,10306.000,6044.000,371.000,28.000,4627.000,2.250,1453.500,50.250,307.000,99.750,36.500,0.000,711.500,1270.500,6476.250,0.000
2025-03-01 20:00:00+01:00,4689.000,12340.250,488.750,10192.500,6047.250,371.000,28.000,3183.500,4.000,1385.500,54.000,307.000,99.750,12.250,0.000,710.750,1722.500,7280.750,0.000
2025-03-01 21:00:00+01:00,4481.000,12344.500,473.250,9834.750,6045.750,371.000,28.500,937.500,149.500,1358.000,24.500,306.250,99.000,11.250,0.000,701.250,2165.000,7502.000,0.000
2025-03-01 22:00:00+01:00,4330.500,12402.250,463.250,9381.750,6052.000,371.000,29.750,424.000,160.500,1364.250,16.000,304.000,99.000,7.750,0.000,700.750,2361.750,7293.000,0.000
2025-03-01 23:00:00+01:00,4183.750,12194.500,705.750,9289.250,6056.000,371.000,30.750,75.750,206.500,1351.500,9.000,307.250,99.500,7.000,0.000,701.000,2492.250,7210.750,0.000
2025-03-02 00:00:00+01:00,4195.750,12025.750,713.250,8249.750,5967.250,370.000,31.000,121.250,115.250,1335.000,12.000,307.000,99.000,12.250,0.000,696.250,2540.500,7683.250,0.000
2025-03-02 01:00:00+01:00,4135.000,11637.000,715.250,7373.250,5510.250,370.000,31.000,54.500,176.500,1328.000,21.250,307.250,98.250,8.750,0.000,693.500,2815.750,7689.250,0.000
2025-03-02 02:00:00+01:00,4116.000,11337.750,709.000,7286.250,5085.250,370.000,31.000,612.250,10.000,1321.500,265.750,306.250,98.000,10.000,0.000,693.250,2831.250,7881.750,0.000
2025-03-02 03:00:00+01:00,4078.500,11327.500,721.750,7003.000,4820.750,370.000,31.000,254.750,48.750,1316.250,13.750,298.500,98.500,7.000,0.000,686.750,2810.500,8271.500,0.000
2025-03-02 04:00:00+01:00,4091.250,11421.500,723.000,7121.250,4419.500,370.000,30.250,341.000,197.500,1313.250,142.000,307.000,99.000,8.000,0.000,686.250,2826.500,8490.500,0.000
2025-03-02 05:00:00+01:00,4186.250,11538.750,708.500,7347.000,4478.500,370.000,30.000,414.000,315.500,1316.000,442.000,307.500,99.000,8.000,0.000,681.750,2659.000,8824.250,0.000
2025-03-02 06:00:00+01:00,4257.000,11506.750,709.500,7294.500,4517.500,370.000,30.000,86.750,402.000,1326.750,41.500,307.000,98.250,15.000,0.000,681.250,2959.000,9064.750,0.000
2025-03-02 07:00:00+01:00,4357.500,11514.250,697.250,7233.250,4589.500,370.000,30.000,43.500,410.750,1341.250,12.750,303.750,98.250,1803.000,0.000,685.000,3094.250,8433.000,0.000
2025-03-02 08:00:00+01:00,4400.500,11518.750,682.000,6725.500,4556.000,370.000,29.250,88.250,1546.000,1394.500,10.000,289.250,99.000,9530.000,0.000,685.000,3277.750,7487.250,0.000
2025-03-02 09:00:00+01:00,4300.500,9917.500,699.000,5813.500,3204.500,370.000,28.500,191.250,2477.750,1447.750,15.500,258.000,100.250,19497.750,0.000,680.750,3491.750,6603.500,0.000
2025-03-02 10:00:00+01:00,4170.500,7461.250,694.750,4300.250,2142.500,370.000,28.000,103.000,3915.500,1465.250,5.750,217.500,100.750,27708.250,0.000,679.000,3727.000,5675.000,0.000
2025-03-02 11:00:00+01:00,4093.000,6514.500,679.250,3639.250,1875.750,370.000,27.250,52.250,5415.750,1504.500,6.250,201.750,101.000,34339.500,0.000,674.500,3700.000,5185.750,0.000
2025-03-02 12:00:00+01:00,4000.500,6167.000,667.500,3507.750,1712.250,370.000,27.750,97.500,5860.000,1485.000,5.250,201.000,101.750,37267.500,0.000,677.000,3660.500,4641.500,0.000
2025-03-02 13:00:00+01:00,3978.000,6196.500,670.250,3467.750,1679.250,370.000,28.000,4.250,5637.000,1461.500,4.000,201.000,99.250,35932.250,0.000,681.750,3722.500,4214.500,0.000
2025-03-02 14:00:00+01:00,3991.000,6213.500,745.250,3453.750,1647.250,370.000,27.750,106.500,5505.250,1457.250,5.750,202.250,98.500,30870.500,0.000,686.250,3656.250,4728.250,0.000
2025-03-02 15:00:00+01:00,4061.250,6852.250,758.750,3706.500,1911.750,370.000,28.000,14.250,5048.500,1437.500,12.000,211.250,98.750,23224.750,0.000,688.250,3706.000,6304.750,0.000
2025-03-02 16:00:00+01:00,4280.500,9861.500,763.250,5302.500,3694.000,370.000,27.250,122.000,3162.750,1360.500,41.250,256.000,96.750,12445.250,0.000,693.250,3633.250,6564.500,0.000
2025-03-02 17:00:00+01:00,4654.500,11990.750,776.000,7410.000,5124.000,370.000,28.000,2214.250,374.500,1387.500,65.750,282.500,97.750,2441.750,0.000,683.750,3830.000,6345.250,0.000
2025-03-02 18:00:00+01:00,4874.250,12220.000,757.500,8150.500,5551.500,370.000,28.000,5339.250,4.250,1484.250,143.500,285.250,100.500,52.000,0.000,687.250,3965.250,6879.750,0.000
2025-03-02 19:00:00+01:00,4835.250,12193.750,722.500,8238.500,5703.500,370.000,28.000,4512.250,3.000,1441.000,118.000,303.750,101.500,14.250,0.000,693.000,4498.250,8051.000,0.000
2025-03-02 20:00:00+01:00,4713.500,12205.500,703.500,8279.250,5879.750,370.000,28.000,2727.750,7.750,1400.500,77.250,304.000,99.500,14.250,0.000,700.250,4874.000,8857.750,0.000
2025-03-02 21:00:00+01:00,4516.750,12201.500,708.000,8072.750,5745.750,370.000,28.500,1503.500,62.500,1334.500,34.000,300.750,97.750,15.250,0.000,689.000,5307.000,9650.250,0.000
2025-03-02 22:00:00+01:00,4380.250,12197.250,702.000,7838.000,5764.500,370.000,30.000,1496.250,139.750,1332.000,52.250,289.750,96.250,15.000,0.000,679.000,5582.250,9827.000,0.000
2025-03-02 23:00:00+01:00,4246.500,12193.250,704.000,7252.750,5753.500,370.000,31.000,514.750,84.250,1320.000,85.250,282.000,95.250,11.000,0.000,691.750,5518.750,10121.500,0.000
2025-03-03 00:00:00+01:00,4091.250,12100.500,699.500,7055.750,5615.500,374.750,31.000,373.250,286.000,1316.750,94.250,271.250,95.750,7.000,0.000,691.250,5974.750,10288.750,0.000
2025-03-03 01:00:00+01:00,4006.250,12098.500,696.500,7192.500,5322.750,375.000,31.000,15.000,964.000,1298.750,9.000,270.750,96.000,6.250,0.000,687.000,6075.500,10288.000,0.000
2025-03-03 02:00:00+01:00,3992.750,11785.750,699.750,7614.000,5166.750,375.000,31.000,83.500,2014.000,1299.250,18.500,252.750,95.250,7.000,0.000,689.500,6307.250,10273.000,0.000
2025-03-03 03:00:00+01:00,3991.500,11799.250,718.750,7827.750,5137.000,375.000,31.000,54.750,2357.500,1290.750,12.000,270.000,95.000,7.000,0.000,682.000,6322.750,10469.500,0.000
2025-03-03 04:00:00+01:00,4061.000,11754.000,708.750,8414.750,5122.250,375.000,30.000,288.750,626.750,1286.250,87.250,251.750,96.750,8.000,0.000,685.500,5785.500,10423.500,0.000
2025-03-03 05:00:00+01:00,4217.000,11505.000,717.250,10020.500,5096.750,375.000,30.000,913.250,75.250,1347.000,217.250,278.750,96.000,7.000,0.000,679.000,5548.500,10981.750,0.000
2025-03-03 06:00:00+01:00,4511.250,11896.000,732.500,11405.750,4955.250,375.000,30.000,2648.250,39.250,1405.750,161.500,289.500,96.000,1023.750,0.000,678.750,5486.750,12737.500,0.000
2025-03-03 07:00:00+01:00,4698.250,11848.000,716.000,12022.750,4965.750,375.000,29.500,3957.500,123.750,1296.250,165.750,306.750,96.000,2972.250,0.000,673.500,5063.000,13321.750,0.000
2025-03-03 08:00:00+01:00,4652.750,10948.500,701.000,11323.750,4930.000,375.000,28.250,2282.250,456.250,1325.000,88.250,323.250,95.000,13933.500,0.000,682.750,5365.500,11878.500,0.000
2025-03-03 09:00:00+01:00,4388.000,8985.750,700.750,9751.750,4587.000,375.000,27.250,763.000,1468.750,1348.000,90.250,308.000,94.000,27418.250,0.000,687.500,5267.000,9124.750,0.000
2025-03-03 10:00:00+01:00,4086.000,7429.750,690.750,6623.250,3976.750,375.000,27.000,78.500,4328.250,1347.500,113.250,227.000,89.750,34953.250,0.000,688.000,5864.750,7948.250,0.000
2025-03-03 11:00:00+01:00,3977.000,6641.000,693.000,4878.000,2866.750,375.000,28.000,36.250,5221.750,1330.500,75.750,212.000,91.250,39869.250,0.000,684.750,5723.500,7450.000,0.000
2025-03-03 12:00:00+01:00,3935.750,6543.750,699.000,4528.500,2319.250,375.000,27.750,0.250,5397.250,1387.500,75.500,212.000,90.500,40999.750,0.000,682.500,5513.250,6972.750,0.000
2025-03-03 13:00:00+01:00,3917.750,6596.000,696.250,4516.000,2318.000,375.000,27.000,0.000,5213.000,1408.750,81.250,212.000,93.000,38469.500,0.000,666.750,5393.000,7378.750,0.000
2025-03-03 14:00:00+01:00,3948.000,7246.750,709.000,4968.500,2621.000,375.000,27.000,82.250,5192.000,1379.500,104.500,213.000,93.750,33614.750,0.000,678.750,4963.750,8319.750,0.000
2025-03-03 15:00:00+01:00,4033.750,9821.750,716.500,5961.500,3390.750,375.000,27.000,160.500,4227.250,1379.500,142.750,248.000,94.750,25141.250,0.000,680.250,4239.750,8590.500,0.000
2025-03-03 16:00:00+01:00,4311.250,11692.500,709.750,7775.750,5075.500,375.000,26.500,568.250,1737.750,1320.000,120.000,277.250,93.000,13214.750,0.000,701.250,3907.500,8395.000,0.000
2025-03-03 17:00:00+01:00,4765.500,12164.750,710.000,10111.750,5950.250,375.000,27.000,3738.500,85.500,1337.250,321.750,306.000,92.000,2897.500,0.000,707.250,4241.750,7599.250,0.000
2025-03-03 18:00:00+01:00,4927.250,12307.500,714.000,10873.500,6023.000,375.000,27.750,5286.500,0.000,1367.000,313.000,331.000,91.500,63.750,0.000,696.500,4633.750,7602.250,0.000
2025-03-03 19:00:00+01:00,4923.000,12311.250,701.750,11324.000,6045.000,375.000,28.000,5105.000,0.000,1357.250,233.250,332.000,88.500,43.500,0.000,700.250,4552.750,7960.500,0.000
2025-03-03 20:00:00+01:00,4791.750,12271.250,703.250,11411.500,6025.000,375.000,28.750,3975.750,3.250,1340.500,30.000,311.500,90.250,29.000,0.000,703.500,4600.750,8802.750,0.000
2025-03-03 21:00:00+01:00,4596.000,12330.000,718.250,10842.500,5993.750,375.000,29.250,2437.750,58.500,1298.000,11.750,308.500,90.500,15.000,0.000,696.000,4339.750,9166.250,0.000
2025-03-03 22:00:00+01:00,4441.750,12358.000,705.250,9737.250,5997.750,375.000,30.750,1790.000,20.250,1295.500,19.000,295.250,89.750,16.000,0.000,695.750,4220.000,8921.500,0.000
2025-03-03 23:00:00+01:00,4274.000,12279.250,691.500,9101.000,6059.500,375.000,31.000,711.000,88.000,1289.750,34.500,289.250,89.750,16.250,0.000,690.500,4298.000,8742.500,0.000
2025-03-04 00:00:00+01:00,4134.500,12031.750,248.750,8099.000,5961.000,368.000,31.750,139.750,384.250,1288.750,19.750,285.500,89.750,6.000,0.000,658.750,4361.500,8605.250,0.000
2025-03-04 01:00:00+01:00,4086.250,11886.500,233.750,7940.500,5816.000,368.000,32.000,150.000,566.000,1282.500,18.750,283.250,90.750,7.000,0.000,659.750,4249.000,8385.750,0.000
2025-03-04 02:00:00+01:00,4039.000,11890.750,229.500,7875.500,5790.250,368.000,31.750,60.250,1394.250,1285.500,18.500,293.000,91.000,6.000,0.000,666.250,3975.250,8006.750,0.000
2025-03-04 03:00:00+01:00,4049.000,11976.250,250.250,7847.750,5799.750,368.000,31.000,130.000,977.250,1277.500,18.750,292.750,90.500,6.250,0.000,660.250,3931.000,7583.750,0.000
2025-03-04 04:00:00+01:00,4113.250,12054.250,255.500,8159.000,5747.250,368.000,30.500,176.750,776.500,1280.750,22.750,297.500,91.000,1006.500,0.000,650.250,3759.250,7507.250,0.000
2025-03-04 05:00:00+01:00,4281.000,12100.750,235.500,9081.500,5869.000,370.000,29.250,479.000,699.500,1279.750,37.750,283.000,91.000,6.000,0.000,646.500,3978.000,7949.000,0.000
2025-03-04 06:00:00+01:00,4617.000,12034.250,252.000,10105.750,6020.750,510.750,29.000,2775.750,340.750,1305.500,155.250,264.750,90.500,34.000,0.000,644.000,4314.250,8829.000,0.000
2025-03-04 07:00:00+01:00,4752.750,11841.000,252.000,10470.000,6166.000,498.250,28.500,4616.750,2.500,1291.750,165.750,246.000,85.250,2861.000,0.000,646.750,3605.500,9397.000,0.000
2025-03-04 08:00:00+01:00,4701.250,10988.750,257.000,10235.000,6165.000,372.000,27.500,2489.500,169.000,1306.250,155.750,238.000,83.750,12036.500,0.000,633.250,3201.500,9003.000,0.000
2025-03-04 09:00:00+01:00,4415.250,9540.750,276.250,9495.500,5937.750,368.000,27.000,610.000,1567.750,1337.750,91.750,231.000,84.000,23603.250,0.000,613.500,3268.750,7494.000,0.000
2025-03-04 10:00:00+01:00,4162.750,8477.500,240.000,8343.750,4913.000,368.000,25.000,97.750,3997.000,1340.000,18.000,212.750,89.500,32543.000,0.000,609.500,4513.000,6010.000,0.000
2025-03-04 11:00:00+01:00,4034.000,7140.000,235.250,5718.750,3826.000,368.000,24.750,23.750,5053.250,1387.000,23.500,205.750,91.500,37641.000,0.000,630.250,5047.750,5965.500,0.000
2025-03-04 12:00:00+01:00,3947.250,6948.750,226.500,4578.500,3319.250,368.000,27.000,33.750,4917.500,1377.750,23.250,205.000,92.750,40570.250,0.000,627.500,5222.250,6484.750,0.000
2025-03-04 13:00:00+01:00,3920.000,6811.000,225.000,4503.750,3294.500,368.000,27.000,39.750,4793.000,1354.500,13.750,205.000,95.750,38333.000,0.000,625.750,4972.000,6891.500,0.000
2025-03-04 14:00:00+01:00,3955.500,6479.500,217.750,4592.250,2821.500,368.000,27.000,58.500,5187.750,1356.500,9.500,205.500,96.250,33702.750,0.000,656.250,5237.750,7370.250,0.000
2025-03-04 15:00:00+01:00,4052.000,8737.250,237.000,5336.750,3572.000,368.000,27.000,131.500,3904.000,1348.500,12.500,245.250,94.250,25577.500,0.000,658.250,5645.750,7496.000,0.000
2025-03-04 16:00:00+01:00,4299.000,10531.250,239.750,6937.000,4561.000,368.000,27.000,907.500,1154.250,1296.500,129.750,269.000,91.250,13750.250,0.000,665.500,5942.000,7018.000,0.000
2025-03-04 17:00:00+01:00,4755.750,11137.500,237.000,10153.250,4814.250,382.750,27.000,3357.000,7.000,1297.750,379.500,291.000,87.500,2950.750,0.000,668.750,5414.750,6836.500,0.000
2025-03-04 18:00:00+01:00,4900.750,11236.000,234.750,11143.750,4915.250,478.000,28.250,5070.250,2.000,1299.500,313.500,272.750,87.000,62.750,0.000,665.250,5338.000,8936.000,0.000
2025-03-04 19:00:00+01:00,4902.000,11256.000,240.250,11317.500,4901.750,406.500,29.000,4508.250,2.000,1298.000,282.500,263.250,87.750,37.500,0.000,665.750,5510.250,11077.250,0.000
2025-03-04 20:00:00+01:00,4724.750,11215.000,247.750,11179.250,4648.250,368.000,29.250,2433.500,62.500,1278.000,91.500,247.500,90.500,1018.250,0.000,657.750,6275.750,12276.750,0.000
2025-03-04 21:00:00+01:00,4556.750,11197.500,255.750,10699.500,4347.000,368.000,30.000,2217.750,111.750,1260.250,130.500,267.500,90.500,14.250,0.000,668.750,6778.250,12749.000,0.000
2025-03-04 22:00:00+01:00,4363.250,11217.500,256.750,9873.750,4182.000,368.000,31.500,932.000,203.750,1260.000,123.250,255.750,89.500,6.250,0.000,672.250,7115.000,13634.000,0.000
2025-03-04 23:00:00+01:00,4204.000,11163.500,257.500,9547.500,4101.500,368.000,32.000,596.500,234.250,1259.750,79.000,271.750,89.000,6.250,0.000,665.000,6552.500,14700.250,0.000
2025-03-05 00:00:00+01:00,4114.250,10803.750,244.250,9018.750,3539.750,365.000,32.000,67.000,446.750,1261.000,21.000,277.750,90.000,6.250,0.000,642.000,7195.250,15409.500,0.000
2025-03-05 01:00:00+01:00,4080.000,10571.000,247.500,8916.250,3247.000,365.000,32.000,246.750,425.500,1259.500,75.000,284.000,90.500,6.250,0.000,643.250,6616.000,15641.750,0.000
2025-03-05 02:00:00+01:00,4060.000,10391.750,228.250,9061.250,3401.000,365.000,32.000,82.500,1581.000,1252.250,16.500,294.250,90.250,6.250,0.000,641.750,6445.500,16127.250,0.000
2025-03-05 03:00:00+01:00,4061.000,10589.500,248.000,8660.000,3324.750,365.000,32.000,166.000,2176.500,1241.250,33.000,295.500,91.000,6.750,0.000,637.000,6156.750,16404.250,0.000
2025-03-05 04:00:00+01:00,4125.750,10722.000,243.500,8724.500,3330.250,365.000,32.000,1.000,2250.250,1239.500,35.000,280.250,91.000,6.000,0.000,635.500,5939.750,17562.500,0.000
2025-03-05 05:00:00+01:00,4282.750,10746.750,229.250,9458.750,3416.000,365.000,31.000,533.250,568.500,1246.500,48.750,262.000,91.000,6.000,0.000,631.000,5791.750,18168.250,0.000
2025-03-05 06:00:00+01:00,4573.500,10553.750,235.250,10247.750,3429.500,365.000,31.000,2304.250,183.250,1248.750,130.250,246.000,89.250,46.000,0.000,626.750,5516.250,19893.250,0.000
2025-03-05 07:00:00+01:00,4699.250,10842.750,223.000,10262.000,3450.500,365.000,31.000,3911.250,20.000,1238.000,74.750,230.000,87.250,3807.000,0.000,621.750,5704.750,19686.500,0.000
2025-03-05 08:00:00+01:00,4571.500,10244.250,215.250,9487.250,3098.000,365.000,29.750,1253.250,700.500,1255.500,44.500,223.250,83.750,15168.500,0.000,591.500,5590.500,18662.250,0.000
2025-03-05 09:00:00+01:00,4239.750,6920.250,232.000,6956.000,2463.750,365.000,28.500,175.500,3408.000,1285.750,12.000,214.250,84.750,27411.000,0.000,614.000,5852.250,15688.000,0.000
2025-03-05 10:00:00+01:00,4029.000,5912.750,232.750,4910.250,2229.000,365.000,28.000,136.250,4277.000,1302.000,43.500,205.750,86.750,35749.750,0.000,570.500,6029.000,12709.750,0.000
2025-03-05 11:00:00+01:00,3906.500,5565.500,225.750,4705.500,1909.250,365.000,27.000,80.250,4840.500,1295.250,37.500,205.000,88.250,39722.000,0.000,597.000,5535.500,11556.000,0.000
2025-03-05 12:00:00+01:00,3868.500,5354.500,241.750,4711.750,1944.000,365.000,27.000,103.000,4750.750,1300.250,92.000,205.000,92.000,39861.250,0.000,600.500,5152.750,10003.500,0.000
2025-03-05 13:00:00+01:00,3894.250,5162.750,238.250,4681.000,2196.250,365.000,26.000,81.000,4584.750,1324.000,90.000,205.500,91.750,38070.250,0.000,611.500,4945.000,9593.000,0.000
2025-03-05 14:00:00+01:00,3926.500,5164.500,229.500,4644.000,2554.000,365.000,26.000,106.250,4893.500,1374.000,6.250,205.000,91.500,34324.500,0.000,628.500,5819.000,10960.250,0.000
2025-03-05 15:00:00+01:00,4029.750,6417.500,228.750,4978.750,3170.000,365.000,25.500,115.250,4182.750,1325.250,22.000,205.000,90.750,25928.500,0.000,628.750,5693.250,11363.750,0.000
2025-03-05 16:00:00+01:00,4284.000,8900.500,228.750,7275.000,3787.000,365.000,26.000,1220.750,1308.750,1266.750,167.250,205.000,89.500,13987.500,0.000,637.500,5748.500,10926.250,0.000
2025-03-05 17:00:00+01:00,4708.250,10619.750,225.000,10249.000,4100.500,372.500,26.250,3076.500,181.750,1259.000,242.750,205.500,88.000,3035.250,0.000,636.000,5811.500,10805.750,0.000
2025-03-05 18:00:00+01:00,4930.750,11048.750,219.500,11377.750,4382.500,425.000,27.750,5306.750,5.250,1280.000,109.250,223.750,85.750,50.500,0.000,632.750,5968.750,13120.500,0.000
2025-03-05 19:00:00+01:00,4911.500,11080.000,238.750,11586.750,4742.750,373.500,29.000,4535.500,5.000,1281.750,96.500,257.500,86.500,20.750,0.000,637.750,5798.750,14863.500,0.000
2025-03-05 20:00:00+01:00,4813.750,11143.250,240.250,11548.500,4463.750,365.000,29.500,2670.500,116.000,1253.750,36.750,280.000,89.500,9.000,0.000,633.000,5694.750,15021.000,0.000
2025-03-05 21:00:00+01:00,4627.250,11202.000,249.250,10175.750,4152.750,365.000,30.000,1814.250,104.500,1234.250,91.750,262.750,90.250,11.000,0.000,634.000,5676.250,15621.250,0.000
2025-03-05 22:00:00+01:00,4419.500,11296.500,248.500,8907.250,3939.250,365.000,31.000,792.500,156.250,1243.500,98.250,241.500,91.000,12.250,0.000,633.000,5758.500,15375.250,0.000
2025-03-05 23:00:00+01:00,4248.250,11135.000,255.250,8596.500,3601.250,365.000,32.000,365.750,234.250,1237.500,54.500,241.500,91.250,7.500,0.000,589.500,5769.500,15303.250,0.000
2025-03-06 00:00:00+01:00,4088.000,10979.000,261.000,7447.000,3575.250,368.000,32.500,105.500,978.000,1236.000,17.250,246.250,91.500,7.000,0.000,393.500,6116.750,14923.000,0.000
2025-03-06 01:00:00+01:00,4038.000,10927.000,262.250,7401.500,3670.500,368.000,32.250,16.750,2570.250,1237.250,15.000,246.000,89.500,7.000,0.000,393.500,5905.750,14606.750,0.000
2025-03-06 02:00:00+01:00,4033.750,10774.750,250.750,7675.750,3576.250,368.000,32.000,0.000,3124.250,1238.750,9.750,246.250,87.000,7.000,0.000,389.250,5727.250,14397.500,0.000
2025-03-06 03:00:00+01:00,4038.000,10902.250,255.250,7504.000,3251.750,368.000,32.000,13.250,2448.500,1234.500,16.000,251.750,86.250,7.500,0.000,392.750,5773.000,14044.250,0.000
2025-03-06 04:00:00+01:00,4113.500,10899.750,252.750,7645.750,3395.750,368.000,31.750,180.500,1701.500,1235.000,7.500,258.250,86.000,7.250,0.000,383.500,5948.000,13453.250,0.000
2025-03-06 05:00:00+01:00,4301.500,11169.500,236.000,8310.500,3508.500,368.000,31.000,414.500,582.750,1232.250,15.500,276.250,84.750,8.750,0.000,388.000,5489.750,13242.250,0.000
2025-03-06 06:00:00+01:00,4643.500,11063.250,241.500,9558.500,3611.250,368.000,30.000,2889.750,194.750,1253.000,12.250,295.250,81.250,63.500,0.000,381.250,4959.000,13474.750,0.000
2025-03-06 07:00:00+01:00,4803.500,11277.000,224.000,9834.250,3664.750,368.000,30.000,3537.250,2.250,1247.750,132.000,291.500,77.000,3980.750,0.000,380.250,4061.250,12966.000,0.000
2025-03-06 08:00:00+01:00,4689.750,10860.500,217.500,8884.750,3215.750,368.000,28.750,1273.000,663.000,1289.500,60.250,266.000,77.750,15297.250,0.000,383.000,3564.000,11627.750,0.000
2025-03-06 09:00:00+01:00,4356.000,8651.250,214.750,6734.000,2447.500,368.000,27.500,176.250,2658.250,1361.750,20.250,240.750,79.750,27605.250,0.000,378.500,3723.250,8094.500,0.000
2025-03-06 10:00:00+01:00,4110.250,6365.250,212.500,4841.250,2476.000,368.000,27.000,70.500,3499.000,1385.500,11.750,208.500,82.000,36207.500,0.000,383.250,3812.750,4166.500,0.000
2025-03-06 11:00:00+01:00,3961.250,5832.250,212.250,4613.750,2530.750,368.000,26.000,81.250,3873.750,1369.000,7.750,204.000,82.000,40915.250,0.000,387.250,3718.500,3242.500,0.000
2025-03-06 12:00:00+01:00,3919.750,5574.500,211.750,4019.750,2072.500,368.000,25.250,68.750,3011.500,1363.750,2.750,203.000,87.750,43018.500,0.000,386.250,3461.500,3809.250,0.000
2025-03-06 13:00:00+01:00,3906.250,5428.000,217.000,3713.000,1982.750,368.000,25.000,144.750,3186.250,1346.000,2.750,203.000,92.250,39457.750,0.000,383.750,3201.750,4735.250,0.000
