timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore
2023-01-01 00:00:00+01:00,7.000,36.000,44.000,0.000,0.000,159.000,699.000,0.000,10.000,0.000
2023-01-01 01:00:00+01:00,7.000,36.000,45.000,0.000,0.000,158.000,699.000,0.000,10.000,0.000
2023-01-01 02:00:00+01:00,7.000,40.000,47.000,0.000,0.000,157.000,699.000,0.000,10.000,0.000
2023-01-01 03:00:00+01:00,7.000,37.000,52.000,0.000,0.000,157.000,698.000,0.000,10.000,0.000
2023-01-01 04:00:00+01:00,7.000,35.000,48.000,0.000,0.000,158.000,698.000,0.000,10.000,0.000
2023-01-01 05:00:00+01:00,7.000,35.000,48.000,0.000,0.000,158.000,698.000,0.000,10.000,0.000
2023-01-01 06:00:00+01:00,7.000,36.000,49.000,0.000,0.000,214.000,698.000,0.000,10.000,0.000
2023-01-01 07:00:00+01:00,7.000,36.000,50.000,0.000,0.000,235.000,698.000,0.000,10.000,0.000
2023-01-01 08:00:00+01:00,7.000,36.000,52.000,0.000,0.000,231.000,698.000,10.000,10.000,0.000
2023-01-01 09:00:00+01:00,7.000,36.000,58.000,0.000,0.000,282.000,698.000,28.000,10.000,0.000
2023-01-01 10:00:00+01:00,7.000,36.000,51.000,0.000,0.000,277.000,698.000,50.000,10.000,0.000
2023-01-01 11:00:00+01:00,6.000,36.000,49.000,0.000,0.000,241.000,698.000,64.000,10.000,0.000
2023-01-01 12:00:00+01:00,7.000,36.000,48.000,0.000,0.000,227.000,699.000,66.000,10.000,0.000
2023-01-01 13:00:00+01:00,6.000,36.000,47.000,0.000,0.000,340.000,699.000,50.000,10.000,0.000
2023-01-01 14:00:00+01:00,6.000,36.000,52.000,0.000,0.000,351.000,699.000,27.000,10.000,0.000
2023-01-01 15:00:00+01:00,6.000,36.000,57.000,0.000,0.000,450.000,699.000,9.000,10.000,0.000
2023-01-01 16:00:00+01:00,7.000,36.000,52.000,0.000,25.000,554.000,699.000,0.000,10.000,0.000
2023-01-01 17:00:00+01:00,7.000,36.000,50.000,0.000,119.000,615.000,698.000,0.000,10.000,0.000
