timestamp,DE_LU,AT,BE,CH,CZ,DK1,DK2,FR,NL,NO2,PL,SE4
2023-12-31 22:00:00,0.1,0.1,0.1,25.97,0.1,16.99,29.13,0.1,0.1,53.79,76.69,29.56
2023-12-31 23:00:00,0.01,0.01,0.01,21.99,0.01,28.14,28.46,0.01,0.01,48.98,74.5,28.46
2024-01-01 00:00:00,0.0,0.02,0.0,14.32,0.02,26.66,26.66,0.0,0.0,27.45,73.29,26.66
2024-01-01 01:00:00,-0.01,0.0,-0.01,11.37,0.0,4.14,24.48,-0.01,-0.01,24.48,71.58,24.48
2024-01-01 02:00:00,-0.03,-0.01,-0.03,11.35,-0.01,-0.03,24.01,-0.03,-0.03,24.01,73.27,24.01
2024-01-01 03:00:00,-0.02,-0.01,-0.02,11.39,-0.01,-0.02,15.88,-0.02,-0.02,21.23,74.32,21.23
2024-01-01 04:00:00,-0.05,0.0,-0.05,11.34,0.0,-0.05,15.87,-0.04,-0.05,22.62,76.69,22.62
2024-01-01 05:00:00,-0.02,0.0,-0.02,8.31,0.0,-0.02,22.04,-0.01,-0.02,25.04,74.55,25.04
2024-01-01 06:00:00,0.0,0.0,0.0,8.51,0.0,0.0,25.42,0.0,0.0,26.24,72.25,26.24
2024-01-01 07:00:00,0.04,0.04,0.04,10.63,0.04,0.08,32.21,0.04,0.04,32.21,76.01,32.21
2024-01-01 08:00:00,0.06,0.06,0.06,9.75,0.06,41.34,41.34,0.06,0.06,47.71,82.2,41.34
2024-01-01 09:00:00,0.54,0.54,0.54,8.24,0.54,43.51,43.51,0.54,0.54,52.51,82.91,43.51
2024-01-01 10:00:00,2.24,2.24,2.24,10.71,2.24,43.02,43.02,2.24,2.24,56.57,80.87,43.02
2024-01-01 11:00:00,1.96,2.58,2.0,9.31,2.53,44.29,44.29,2.06,1.97,59.82,79.79,44.29
2024-01-01 12:00:00,1.04,5.29,1.35,11.51,4.89,46.24,46.24,1.73,1.13,62.06,82.68,46.24
2024-01-01 13:00:00,3.66,22.22,4.13,20.41,24.04,50.61,50.61,5.72,3.19,62.52,77.56,50.61
2024-01-01 14:00:00,43.06,47.61,27.96,29.09,49.26,59.47,59.47,18.49,40.0,63.19,75.46,59.47
2024-01-01 15:00:00,49.93,56.53,50.37,42.1,57.21,64.99,64.99,37.0,84.46,64.99,74.16,64.99
2024-01-01 16:00:00,58.0,59.06,53.76,48.83,59.85,61.74,61.74,47.5,61.74,63.58,74.16,61.74
2024-01-01 17:00:00,54.25,55.01,56.77,43.31,54.76,61.27,55.07,54.97,61.27,63.1,75.61,55.07
2024-01-01 18:00:00,48.01,48.76,51.4,42.59,48.41,59.97,48.01,48.61,59.97,62.15,86.1,48.01
2024-01-01 19:00:00,42.95,41.36,35.39,35.0,42.27,54.92,44.01,24.88,54.92,58.27,86.02,44.01
2024-01-01 20:00:00,47.09,45.95,40.74,34.01,46.32,47.65,45.2,35.89,47.65,52.58,81.21,45.2
2024-01-01 21:00:00,35.55,35.55,35.55,26.07,35.55,35.55,38.0,35.55,35.55,44.03,77.26,38.0
2024-01-01 22:00:00,30.59,29.22,23.92,22.24,30.07,30.59,38.0,19.49,29.39,38.0,82.35,38.0
2024-01-01 23:00:00,20.07,19.58,17.7,14.0,19.89,20.07,33.56,16.12,19.6,33.56,81.39,33.56
2024-01-02 00:00:00,31.03,27.57,12.39,11.32,29.6,31.03,32.03,0.06,27.33,32.03,81.04,32.03
2024-01-02 01:00:00,18.39,15.67,7.35,9.66,17.54,18.39,32.29,0.02,16.2,32.29,81.46,32.29
2024-01-02 02:00:00,11.08,9.69,4.19,10.01,10.55,11.08,36.7,0.01,9.5,36.7,90.75,36.7
2024-01-02 03:00:00,13.78,27.59,4.75,11.36,28.22,13.78,41.72,0.09,11.2,41.72,91.67,41.72
2024-01-02 04:00:00,47.63,45.09,31.59,19.89,47.13,47.63,49.18,20.74,44.43,49.18,91.78,49.18
2024-01-02 05:00:00,58.1,65.89,49.96,40.56,65.43,58.1,58.75,44.7,56.56,62.04,94.89,58.75
2024-01-02 06:00:00,65.67,70.99,58.46,48.36,71.3,65.67,65.67,53.78,64.28,65.67,94.23,65.67
2024-01-02 07:00:00,64.73,69.95,59.05,51.81,70.16,64.73,66.11,54.23,66.12,66.8,91.74,66.11
2024-01-02 08:00:00,68.98,70.63,68.65,51.89,71.77,68.98,68.98,50.0,70.6,71.08,87.51,68.98
2024-01-02 09:00:00,73.54,73.97,74.18,55.87,75.33,73.54,73.54,52.2,78.8,73.54,87.38,73.54
2024-01-02 10:00:00,78.16,77.85,65.02,58.49,79.71,78.16,78.16,45.0,99.9,78.16,87.39,78.16
2024-01-02 11:00:00,78.87,78.6,64.71,61.17,80.61,78.87,78.87,43.0,102.5,78.87,89.07,78.87
2024-01-02 12:00:00,79.24,80.4,66.74,64.98,82.18,79.24,79.24,43.0,110.6,79.24,94.14,79.24
2024-01-02 13:00:00,79.96,81.0,64.43,67.44,83.04,79.96,79.96,40.99,105.7,79.96,97.14,79.96
2024-01-02 14:00:00,83.46,83.56,65.04,72.51,85.91,81.46,81.46,43.66,100.7,81.46,99.25,81.46
2024-01-02 15:00:00,80.92,82.96,73.85,75.8,84.07,80.92,80.92,52.2,118.93,80.92,94.89,80.92
2024-01-02 16:00:00,74.95,77.28,66.62,67.84,78.11,74.95,74.95,57.77,81.3,74.95,91.7,74.95
2024-01-02 17:00:00,63.18,68.93,64.36,60.03,68.82,63.18,63.18,62.45,70.1,66.77,88.52,63.18
2024-01-02 18:00:00,57.11,58.85,60.0,48.26,58.56,57.11,57.11,58.0,66.7,64.92,87.37,57.11
2024-01-02 19:00:00,46.89,47.84,49.5,33.12,47.61,46.89,48.04,47.9,54.9,64.43,87.94,48.04
2024-01-02 20:00:00,40.0,41.05,44.19,28.8,40.62,40.0,40.0,41.67,53.18,62.61,91.82,40.99
2024-01-02 21:00:00,7.43,20.42,26.83,18.01,17.77,21.81,30.0,21.42,54.9,59.16,83.49,38.35
2024-01-02 22:00:00,-0.08,11.43,0.0,19.45,11.81,1.04,20.0,1.29,-0.39,58.0,70.97,40.8
2024-01-02 23:00:00,-1.23,10.2,-1.23,15.14,10.64,-0.01,15.87,0.1,-1.61,58.39,70.3,39.21
2024-01-03 00:00:00,-1.3,9.65,-1.26,11.35,10.09,0.0,15.88,-0.01,-1.39,58.41,69.23,37.36
2024-01-03 01:00:00,-1.31,9.4,-1.31,11.32,9.76,-0.01,15.88,-0.05,-1.31,55.84,68.84,36.17
2024-01-03 02:00:00,-1.31,9.96,-1.39,11.3,10.42,0.0,15.94,-0.05,-1.39,54.53,69.48,38.21
2024-01-03 03:00:00,-1.38,10.6,-1.26,23.61,11.72,0.02,20.04,0.1,-1.95,58.41,70.39,42.58
2024-01-03 04:00:00,1.09,21.92,2.58,51.91,36.04,1.09,49.44,4.78,1.05,62.7,91.04,49.44
2024-01-03 05:00:00,40.59,43.27,40.8,60.02,43.58,40.59,53.53,41.04,40.63,64.81,91.67,53.53
2024-01-03 06:00:00,59.61,61.92,62.56,62.07,62.66,59.61,63.48,61.92,68.3,65.6,87.37,63.48
2024-01-03 07:00:00,60.61,64.35,67.39,62.88,65.47,60.61,64.99,65.06,75.9,65.94,91.74,64.99
2024-01-03 08:00:00,57.0,59.67,62.92,58.6,60.0,57.0,60.19,59.67,73.2,66.42,91.69,60.19
2024-01-03 09:00:00,54.89,57.08,58.84,56.22,56.99,54.89,59.96,56.28,69.2,65.93,91.66,59.96
2024-01-03 10:00:00,53.89,55.85,55.94,60.03,55.99,59.8,59.8,55.0,60.0,65.6,91.76,59.8
2024-01-03 11:00:00,54.42,55.94,56.18,64.96,56.02,58.86,58.86,55.42,58.86,65.15,91.63,58.86
2024-01-03 12:00:00,60.86,61.91,60.91,71.69,62.14,60.86,64.99,61.0,60.86,65.76,86.21,64.99
2024-01-03 13:00:00,67.18,70.1,68.72,78.19,70.55,67.18,68.83,66.03,76.0,69.38,85.63,68.83
2024-01-03 14:00:00,73.59,76.81,71.56,75.74,77.63,73.59,73.59,67.52,79.0,73.59,86.51,73.59
2024-01-03 15:00:00,82.28,84.3,85.72,81.59,84.23,82.28,82.28,81.06,101.0,82.28,86.53,82.28
2024-01-03 16:00:00,82.97,85.88,92.38,85.96,85.17,82.97,82.97,85.07,114.6,82.97,85.78,82.97
2024-01-03 17:00:00,79.03,82.35,86.07,82.04,81.94,79.03,79.03,81.66,100.0,79.03,85.43,79.03
2024-01-03 18:00:00,73.23,73.23,73.23,82.71,73.23,73.23,73.23,73.23,73.23,73.23,85.62,73.23
2024-01-03 19:00:00,67.41,67.41,67.41,66.99,67.41,67.41,67.41,67.41,67.41,69.2,86.45,67.41
2024-01-03 20:00:00,65.0,65.0,65.0,65.74,65.0,65.0,65.0,65.0,65.0,65.42,91.73,65.0
2024-01-03 21:00:00,58.12,58.12,58.12,53.37,58.12,58.12,58.12,58.12,58.12,63.79,91.66,58.12
2024-01-03 22:00:00,57.3,57.3,57.3,48.43,57.3,57.3,58.71,57.3,57.3,64.03,80.13,58.71
2024-01-03 23:00:00,50.46,50.46,50.46,40.99,50.46,50.46,53.6,50.46,50.46,63.13,80.13,53.6
2024-01-04 00:00:00,40.0,40.0,40.0,36.06,40.0,40.0,54.44,40.0,40.0,62.61,77.1,54.44
2024-01-04 01:00:00,25.48,25.48,25.48,30.12,25.48,25.48,55.18,25.48,25.48,62.41,77.1,55.18
2024-01-04 02:00:00,35.0,35.0,35.0,32.7,35.0,35.0,58.25,35.0,35.0,62.08,82.11,58.25
2024-01-04 03:00:00,57.73,57.73,57.73,54.87,57.73,57.73,59.15,57.73,57.73,64.47,85.85,59.15
2024-01-04 04:00:00,72.65,72.65,72.65,70.73,72.65,72.65,72.65,72.65,72.65,70.38,93.56,72.65
2024-01-04 05:00:00,85.02,85.02,85.02,84.19,85.02,85.02,85.02,85.02,85.02,85.02,88.21,85.02
2024-01-04 06:00:00,91.47,91.47,91.47,90.7,91.47,91.47,91.47,91.47,91.47,91.47,91.47,91.47
2024-01-04 07:00:00,94.2,94.2,94.2,93.95,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2
2024-01-04 08:00:00,91.61,91.54,91.59,91.6,91.83,91.61,91.98,91.54,91.61,91.98,91.98,91.98
2024-01-04 09:00:00,90.03,89.95,90.0,88.38,90.27,90.03,90.4,89.95,90.03,90.4,90.45,90.4
2024-01-04 10:00:00,86.3,86.29,86.26,86.53,86.5,86.3,86.69,86.21,86.28,86.69,86.64,86.69
2024-01-04 11:00:00,85.96,85.96,85.96,87.3,85.96,85.96,85.96,85.96,85.96,85.96,85.96,85.96
2024-01-04 12:00:00,92.11,92.11,92.11,91.56,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11
2024-01-04 13:00:00,98.62,98.62,98.62,93.79,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62
2024-01-04 14:00:00,105.73,104.16,101.93,104.93,105.0,105.73,105.73,99.5,104.45,105.73,105.12,105.73
2024-01-04 15:00:00,133.23,104.93,121.22,108.06,118.88,133.23,133.23,100.0,130.21,133.23,120.45,133.23
2024-01-04 16:00:00,144.65,102.9,129.28,109.09,123.53,144.65,144.65,102.57,140.67,144.65,125.7,144.65
2024-01-04 17:00:00,125.0,104.94,110.95,108.09,115.09,125.0,125.0,100.7,123.1,121.37,116.04,125.0
2024-01-04 18:00:00,103.59,100.1,96.94,99.09,101.98,103.59,103.59,92.65,101.65,100.58,102.21,103.59
2024-01-04 19:00:00,100.01,93.22,88.5,95.45,96.84,100.01,100.01,81.07,96.77,97.11,97.27,100.01
2024-01-04 20:00:00,94.86,90.77,85.07,92.6,93.18,94.86,94.86,78.43,93.04,92.11,93.57,94.86
2024-01-04 21:00:00,88.83,88.62,87.67,87.96,88.74,88.83,88.83,86.89,88.61,86.25,93.45,88.83
2024-01-04 22:00:00,86.08,86.08,86.08,86.8,86.08,86.08,88.83,86.08,86.08,88.83,88.07,88.83
2024-01-04 23:00:00,80.51,80.51,80.51,81.64,80.51,80.51,83.09,80.51,80.51,83.09,87.82,83.09
2024-01-05 00:00:00,77.01,77.01,77.01,78.29,77.01,77.01,80.0,77.01,77.01,79.47,88.13,80.0
2024-01-05 01:00:00,73.21,72.95,71.7,77.21,73.1,73.21,80.17,70.67,72.88,75.39,90.24,80.17
2024-01-05 02:00:00,74.05,72.74,66.34,76.74,73.53,74.05,82.49,61.1,72.12,76.26,94.44,82.49
2024-01-05 03:00:00,76.03,75.25,71.42,82.9,75.73,76.03,88.14,68.26,74.52,75.23,94.4,88.14
2024-01-05 04:00:00,81.0,87.82,77.3,88.54,87.56,81.0,109.79,75.0,80.11,78.65,109.79,109.79
2024-01-05 05:00:00,87.0,95.99,87.6,100.02,95.84,87.0,165.01,88.35,87.17,84.47,124.19,165.01
2024-01-05 06:00:00,89.57,98.38,90.14,104.07,98.14,89.57,299.01,90.88,89.78,86.98,126.02,299.01
2024-01-05 07:00:00,94.93,97.86,95.12,100.77,97.74,94.93,249.12,95.37,95.0,92.18,107.14,249.12
2024-01-05 08:00:00,96.28,96.91,96.32,98.19,96.88,96.28,255.86,96.37,96.29,93.49,98.91,255.86
2024-01-05 09:00:00,98.22,98.39,98.23,98.01,98.37,98.22,211.11,98.24,98.22,95.37,98.88,211.11
2024-01-05 10:00:00,92.24,94.62,92.4,92.52,94.62,92.24,203.28,92.61,92.29,89.56,102.79,203.28
2024-01-05 11:00:00,91.54,97.01,91.92,93.79,97.01,91.54,196.98,92.4,91.65,88.89,115.71,196.98
2024-01-05 12:00:00,96.41,103.5,96.87,95.08,103.06,96.41,197.86,97.46,96.5,93.62,126.1,197.86
2024-01-05 13:00:00,100.05,106.25,100.46,99.42,105.83,100.05,299.94,100.97,100.13,97.15,126.15,299.94
2024-01-05 14:00:00,102.97,108.53,103.33,100.92,108.14,102.97,449.64,103.79,103.03,99.98,126.33,449.64
2024-01-05 15:00:00,107.38,111.82,107.65,109.05,111.5,107.38,526.25,108.03,107.43,104.26,126.09,526.25
2024-01-05 16:00:00,108.45,110.58,108.58,110.35,110.41,108.45,349.95,108.76,108.47,111.68,117.51,349.95
2024-01-05 17:00:00,103.96,106.93,104.15,105.82,106.7,103.96,181.91,104.41,104.0,100.95,116.55,181.91
2024-01-05 18:00:00,100.09,102.93,100.28,98.25,102.71,100.09,149.6,100.52,100.13,103.08,112.21,149.6
2024-01-05 19:00:00,94.19,95.79,94.29,92.97,95.54,94.19,112.82,94.41,94.21,97.0,100.49,112.82
2024-01-05 20:00:00,94.92,94.92,94.92,88.55,94.92,94.92,100.1,94.92,94.92,97.75,94.92,100.1
2024-01-05 21:00:00,86.8,86.8,86.8,85.87,86.8,86.8,92.87,86.8,86.8,89.39,95.34,92.87
2024-01-05 22:00:00,82.25,82.25,82.25,80.64,82.25,82.25,84.88,82.25,82.25,84.88,87.85,84.88
2024-01-05 23:00:00,80.2,80.2,80.2,76.02,80.2,80.2,83.2,80.2,80.2,82.77,91.57,83.2
2024-01-06 00:00:00,76.13,76.13,76.13,75.63,76.13,76.13,82.03,76.13,76.13,78.56,93.29,82.03
2024-01-06 01:00:00,73.01,73.01,73.01,73.51,73.01,73.01,82.18,73.01,73.01,75.35,93.42,82.18
2024-01-06 02:00:00,73.01,73.01,73.01,73.71,73.01,73.01,82.53,73.01,73.01,75.35,93.43,82.53
2024-01-06 03:00:00,74.59,74.59,74.59,75.03,74.59,74.59,84.13,74.59,74.59,76.98,92.68,84.13
2024-01-06 04:00:00,75.1,75.1,75.1,75.3,75.1,75.1,84.48,75.1,75.1,77.5,92.61,84.48
2024-01-06 05:00:00,81.39,81.39,81.39,80.05,81.39,81.39,87.43,81.39,81.39,84.0,94.41,87.43
2024-01-06 06:00:00,88.4,88.4,88.4,83.97,88.4,88.4,90.87,88.4,88.4,90.87,90.55,90.87
2024-01-06 07:00:00,92.23,92.23,92.23,88.3,92.23,92.23,94.98,92.23,92.23,94.98,92.23,94.98
2024-01-06 08:00:00,97.3,97.3,97.3,90.24,97.3,97.3,100.41,97.3,97.3,100.41,97.3,100.41
2024-01-06 09:00:00,100.43,100.43,100.42,92.29,100.47,100.43,103.65,100.41,100.43,103.65,100.51,103.65
2024-01-06 10:00:00,99.16,99.16,99.16,91.04,99.16,99.16,102.33,99.16,99.16,102.33,99.16,102.33
2024-01-06 11:00:00,95.22,94.66,92.2,89.69,95.0,95.22,97.75,90.18,94.52,97.75,95.02,97.75
2024-01-06 12:00:00,92.55,92.47,92.11,90.22,92.52,92.55,95.51,91.82,92.45,95.51,92.52,95.51
2024-01-06 13:00:00,95.09,94.22,90.42,91.31,94.75,95.09,98.5,87.3,94.18,97.74,94.77,98.5
2024-01-06 14:00:00,99.85,98.29,91.33,95.06,99.28,99.85,110.0,85.07,99.22,102.83,99.33,110.0
2024-01-06 15:00:00,104.27,104.3,104.41,97.84,104.29,104.69,118.27,104.3,104.69,107.82,104.28,118.27
2024-01-06 16:00:00,103.63,103.63,103.63,96.35,103.63,103.84,106.94,103.63,103.63,106.94,103.63,106.94
2024-01-06 17:00:00,99.0,99.0,99.0,92.29,99.0,99.31,102.27,99.0,99.0,102.27,99.0,102.27
2024-01-06 18:00:00,92.14,92.14,92.14,90.2,92.14,92.23,94.98,92.14,92.14,94.98,92.14,94.98
2024-01-06 19:00:00,88.0,88.0,88.0,86.9,88.0,88.0,90.63,88.0,88.0,90.63,88.0,90.63
2024-01-06 20:00:00,86.57,86.57,86.57,86.47,86.57,86.75,89.34,86.57,86.57,89.34,87.13,89.34
2024-01-06 21:00:00,79.87,79.87,79.87,82.47,79.87,80.03,82.8,79.87,79.87,82.43,87.2,82.8
2024-01-06 22:00:00,84.08,84.08,84.08,85.0,84.08,86.15,86.15,84.08,84.08,86.15,91.26,86.15
2024-01-06 23:00:00,79.82,79.82,79.82,80.72,79.82,82.46,82.46,79.82,79.82,82.46,83.89,82.46
2024-01-07 00:00:00,76.76,76.76,76.76,77.53,76.76,76.92,79.22,76.76,76.76,79.22,81.08,79.22
2024-01-07 01:00:00,73.46,73.46,73.46,74.09,73.46,75.28,77.53,73.46,73.46,77.53,81.05,77.53
2024-01-07 02:00:00,71.86,71.86,71.86,72.24,71.86,73.33,76.89,71.86,71.86,75.52,81.33,76.89
2024-01-07 03:00:00,72.08,72.08,72.08,74.05,72.08,73.78,77.42,72.08,72.08,75.98,81.89,77.42
2024-01-07 04:00:00,74.9,74.9,74.9,76.08,74.9,75.14,78.45,74.9,74.9,77.38,89.59,78.45
2024-01-07 05:00:00,77.69,77.69,77.69,79.45,77.69,78.04,80.37,77.69,77.69,80.37,92.17,80.37
2024-01-07 06:00:00,81.79,81.79,81.79,82.53,81.79,81.79,84.21,81.79,81.79,84.21,93.38,84.21
2024-01-07 07:00:00,84.86,84.86,84.86,89.24,84.86,85.03,87.57,84.86,84.86,87.57,94.71,87.57
2024-01-07 08:00:00,87.15,87.14,87.14,93.63,87.17,87.15,89.75,87.13,87.14,89.75,95.96,89.75
2024-01-07 09:00:00,89.14,89.13,89.13,95.4,89.18,89.32,91.99,89.12,89.13,91.99,97.28,91.99
2024-01-07 10:00:00,88.66,88.66,88.66,95.02,88.66,91.5,91.5,88.66,88.66,91.5,98.92,91.5
2024-01-07 11:00:00,84.81,84.81,84.81,91.93,84.81,87.52,87.52,84.81,84.81,87.52,98.92,87.52
2024-01-07 12:00:00,84.34,84.34,84.34,91.87,84.34,85.03,87.23,84.34,84.34,87.23,100.07,87.23
2024-01-07 13:00:00,88.01,88.01,88.01,92.32,88.01,88.01,90.64,88.01,88.01,90.64,101.06,90.64
2024-01-07 14:00:00,93.42,93.42,93.42,96.76,93.42,93.42,96.21,93.42,93.42,96.21,99.19,96.21
2024-01-07 15:00:00,101.77,101.77,101.77,104.77,101.77,101.77,104.27,101.77,101.77,104.27,101.77,104.27
2024-01-07 16:00:00,104.85,104.85,104.85,108.16,104.85,104.85,106.09,104.85,104.85,106.09,104.85,106.09
2024-01-07 17:00:00,103.55,103.54,103.55,104.75,103.56,103.55,103.55,103.55,103.55,103.55,103.56,103.55
2024-01-07 18:00:00,100.5,100.5,100.5,101.75,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5
2024-01-07 19:00:00,93.31,93.31,93.31,98.41,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31
2024-01-07 20:00:00,91.17,91.17,91.17,96.07,91.17,91.17,91.17,91.17,91.17,91.17,92.08,91.17
2024-01-07 21:00:00,83.86,83.86,83.86,92.28,83.86,83.86,83.86,83.86,83.86,83.86,92.19,83.86
2024-01-07 22:00:00,87.02,82.07,87.03,89.38,82.54,87.02,87.02,86.97,87.02,87.02,92.49,87.02
2024-01-07 23:00:00,84.32,81.09,84.3,88.45,83.07,84.32,84.32,84.18,84.35,84.32,92.48,84.32
2024-01-08 00:00:00,81.82,72.68,81.69,86.55,78.64,81.82,81.82,81.53,81.71,81.82,92.13,81.82
2024-01-08 01:00:00,79.11,69.96,78.97,85.08,75.97,79.11,79.11,78.79,79.0,80.63,92.1,79.11
2024-01-08 02:00:00,78.48,78.06,78.46,85.06,78.41,78.48,78.48,78.43,78.47,79.04,92.59,78.48
2024-01-08 03:00:00,82.1,82.1,82.1,88.57,82.1,82.1,82.1,82.1,82.1,82.1,94.74,82.1
2024-01-08 04:00:00,94.3,94.3,94.3,100.47,94.3,94.3,94.3,94.3,94.3,94.3,124.39,94.3
2024-01-08 05:00:00,111.1,111.08,111.08,108.36,111.16,111.1,111.22,111.07,111.09,107.87,125.37,111.22
2024-01-08 06:00:00,121.11,121.11,121.11,117.83,121.11,121.11,121.11,121.11,121.11,117.6,138.07,121.11
2024-01-08 07:00:00,117.83,117.83,117.83,117.62,117.83,117.83,120.73,117.83,117.83,120.73,155.22,120.73
2024-01-08 08:00:00,110.6,110.58,110.59,112.54,110.66,110.6,113.9,110.57,110.58,113.9,155.6,113.9
2024-01-08 09:00:00,103.0,103.0,103.0,111.62,103.02,103.0,105.54,103.0,103.0,101.38,154.27,105.54
2024-01-08 10:00:00,95.5,95.47,95.46,105.08,95.48,95.5,97.84,95.46,84.9,92.73,155.56,97.84
2024-01-08 11:00:00,92.6,92.97,94.58,104.96,92.84,94.03,94.88,93.88,89.56,92.52,158.76,94.88
2024-01-08 12:00:00,100.0,100.0,100.0,107.84,100.0,102.33,102.46,100.0,100.0,99.36,155.63,102.46
2024-01-08 13:00:00,107.98,107.98,107.98,111.06,107.98,107.98,110.64,107.98,107.98,104.85,146.63,110.64
2024-01-08 14:00:00,116.87,119.51,116.81,119.23,119.27,123.83,128.0,117.06,116.39,120.24,140.33,128.0
2024-01-08 15:00:00,129.13,129.88,129.19,136.73,129.83,129.15,132.31,129.25,129.15,125.41,137.86,132.31
2024-01-08 16:00:00,130.01,129.99,129.99,137.08,130.0,130.01,130.01,129.99,125.08,126.24,130.01,130.01
2024-01-08 17:00:00,122.12,121.85,121.85,128.57,122.06,122.12,122.12,122.01,111.9,118.57,124.24,122.12
2024-01-08 18:00:00,114.21,114.18,114.16,116.55,114.19,114.21,114.21,114.16,100.1,110.9,114.21,114.21
2024-01-08 19:00:00,102.83,102.77,102.48,104.09,102.8,102.83,102.83,102.62,91.0,99.85,102.83,102.83
2024-01-08 20:00:00,99.98,99.94,99.75,102.99,99.96,99.98,99.98,99.84,92.0,97.08,99.98,99.98
2024-01-08 21:00:00,91.49,91.49,91.49,100.93,91.49,91.49,91.49,91.49,91.49,88.83,91.49,91.49
2024-01-08 22:00:00,88.16,87.36,84.51,94.29,87.67,88.16,88.16,85.83,80.95,85.43,87.82,87.82
2024-01-08 23:00:00,87.04,86.22,83.29,93.95,86.54,87.04,87.04,84.65,79.98,84.34,90.68,86.69
2024-01-09 00:00:00,85.0,85.0,85.0,93.07,85.0,85.0,85.0,85.0,85.0,82.54,90.19,85.0
2024-01-09 01:00:00,84.14,84.09,83.89,91.95,84.11,84.14,84.14,83.98,83.42,81.7,90.7,84.13
2024-01-09 02:00:00,85.72,85.01,82.45,91.84,85.28,85.72,85.72,83.63,80.57,83.23,91.07,85.41
2024-01-09 03:00:00,89.28,89.34,88.29,95.77,89.43,89.28,89.28,88.65,85.8,86.34,90.12,89.28
2024-01-09 04:00:00,108.51,106.76,99.83,107.56,107.7,108.51,108.51,102.79,83.9,88.98,108.51,108.51
2024-01-09 05:00:00,124.06,121.29,112.16,126.99,122.48,124.06,124.06,116.14,91.12,94.88,126.32,123.22
2024-01-09 06:00:00,133.24,132.63,130.5,135.76,132.89,133.24,133.25,131.42,125.7,129.11,145.55,133.25
2024-01-09 07:00:00,120.91,120.85,120.69,128.41,120.87,120.91,120.91,120.75,119.96,117.16,154.51,120.89
2024-01-09 08:00:00,113.19,112.1,109.08,112.6,112.52,113.19,113.19,110.32,98.0,109.91,151.91,112.78
2024-01-09 09:00:00,105.78,104.74,102.1,106.91,105.14,105.78,105.78,103.13,90.0,102.5,151.73,105.4
2024-01-09 10:00:00,100.22,100.22,92.22,101.96,99.64,100.22,100.22,95.39,78.8,97.11,152.34,100.0
2024-01-09 11:00:00,100.82,100.82,92.11,102.78,100.21,100.82,100.82,95.77,77.78,97.69,150.2,100.6
2024-01-09 12:00:00,110.89,110.89,101.19,110.73,110.47,110.89,112.36,105.16,85.0,107.45,144.16,112.36
2024-01-09 13:00:00,119.4,118.35,112.35,118.34,119.0,119.4,121.09,114.75,99.9,115.69,130.7,121.09
2024-01-09 14:00:00,127.85,127.36,122.38,129.03,127.84,127.85,130.99,124.29,112.67,123.88,130.99,130.99
2024-01-09 15:00:00,137.84,137.71,137.1,142.72,137.79,137.84,137.95,137.35,135.69,133.56,137.95,137.95
2024-01-09 16:00:00,137.8,137.0,136.7,143.05,137.56,137.8,137.8,137.0,129.25,133.53,137.72,137.72
2024-01-09 17:00:00,130.43,129.64,129.74,132.95,130.23,130.43,130.43,130.05,126.3,126.38,130.33,130.33
2024-01-09 18:00:00,120.24,119.49,116.34,115.89,119.91,120.24,120.24,117.67,108.82,116.51,120.41,117.36
2024-01-09 19:00:00,111.68,110.95,105.57,108.95,111.61,111.68,111.68,107.69,93.66,99.96,113.92,109.0
2024-01-09 20:00:00,106.18,105.5,98.4,103.3,105.68,106.18,106.18,101.83,84.9,91.69,105.96,103.63
2024-01-09 21:00:00,97.09,96.44,93.69,98.72,96.74,97.09,97.09,94.84,88.0,90.91,96.94,94.76
2024-01-09 22:00:00,89.29,88.61,83.0,93.62,89.04,89.29,89.29,85.3,75.54,86.52,90.52,87.15
2024-01-09 23:00:00,86.76,86.76,86.76,91.26,86.76,86.76,86.76,86.76,86.76,84.07,87.82,84.67
2024-01-10 00:00:00,86.73,86.73,86.73,90.59,86.73,86.73,86.73,86.73,86.73,84.04,88.65,84.64
2024-01-10 01:00:00,86.09,85.71,84.06,89.25,85.89,86.09,86.09,84.75,81.22,83.42,88.55,84.02
2024-01-10 02:00:00,86.3,86.9,84.18,89.22,86.95,86.3,86.3,85.0,80.48,83.63,90.02,84.23
2024-01-10 03:00:00,89.05,89.9,84.64,92.0,90.05,89.05,89.05,86.3,77.9,82.45,95.25,89.05
2024-01-10 04:00:00,108.88,108.53,99.03,104.65,109.73,108.88,108.88,102.6,79.3,82.74,114.84,108.88
2024-01-10 05:00:00,126.29,126.02,115.35,123.28,127.0,126.29,129.4,119.26,96.0,96.89,134.87,129.4
2024-01-10 06:00:00,141.28,140.99,138.09,137.62,141.27,141.28,143.0,139.2,132.52,136.9,143.0,143.0
2024-01-10 07:00:00,130.39,130.39,130.39,126.06,130.39,130.39,130.39,130.39,130.39,126.35,130.39,130.39
2024-01-10 08:00:00,118.56,117.47,116.31,114.85,118.65,118.56,121.47,117.47,111.21,114.88,121.47,121.47
