timestamp_utc,minNP,maxNP,NetPosition,slack_to_min,slack_to_max,fb_boundary
2023-12-31 23:00:00,-14232.0,12308.0,11641.1,25873.1,666.8999999999996,False
2024-01-01 00:00:00,-5000.0,8000.0,10711.3,15711.3,-2711.2999999999993,False
2024-01-01 00:00:00,-14607.0,14407.0,10711.3,25318.3,3695.7000000000007,False
2024-01-01 01:00:00,-5000.0,8000.0,10638.39,15638.39,-2638.3899999999994,False
2024-01-01 01:00:00,-14607.0,14407.0,10638.39,25245.39,3768.6100000000006,False
2024-01-01 02:00:00,-5000.0,8000.0,10478.79,15478.79,-2478.790000000001,False
2024-01-01 02:00:00,-14607.0,14407.0,10478.79,25085.79,3928.209999999999,False
2024-01-01 03:00:00,-5000.0,8000.0,10319.62,15319.62,-2319.620000000001,False
2024-01-01 03:00:00,-14607.0,14407.0,10319.62,24926.620000000003,4087.379999999999,False
2024-01-01 04:00:00,-14607.0,14407.0,11110.5,25717.5,3296.5,False
2024-01-01 04:00:00,-5000.0,8000.0,11110.5,16110.5,-3110.5,False
2024-01-01 05:00:00,-5000.0,8000.0,9877.83,14877.83,-1877.83,False
2024-01-01 05:00:00,-14607.0,14407.0,9877.83,24484.83,4529.17,False
2024-01-01 06:00:00,-5000.0,8000.0,10921.12,15921.12,-2921.120000000001,False
2024-01-01 06:00:00,-14607.0,14407.0,10921.12,25528.120000000003,3485.879999999999,False
2024-01-01 07:00:00,-5000.0,8000.0,11293.17,16293.17,-3293.17,False
2024-01-01 07:00:00,-14607.0,14407.0,11293.17,25900.17,3113.83,False
2024-01-01 08:00:00,-5000.0,8000.0,11408.86,16408.86,-3408.8600000000006,False
2024-01-01 08:00:00,-14607.0,14407.0,11408.86,26015.86,2998.1399999999994,False
2024-01-01 09:00:00,-14607.0,14407.0,12219.03,26826.03,2187.9699999999993,False
2024-01-01 09:00:00,-5000.0,8000.0,12219.03,17219.03,-4219.030000000001,False
2024-01-01 10:00:00,-5000.0,8000.0,12561.56,17561.559999999998,-4561.5599999999995,False
2024-01-01 10:00:00,-14607.0,14407.0,12561.56,27168.559999999998,1845.4400000000005,False
2024-01-01 11:00:00,-5000.0,8000.0,10656.03,15656.03,-2656.0300000000007,False
2024-01-01 11:00:00,-14607.0,14407.0,10656.03,25263.03,3750.9699999999993,False
2024-01-01 12:00:00,-5000.0,8000.0,9476.75,14476.75,-1476.75,False
2024-01-01 12:00:00,-14607.0,14407.0,9476.75,24083.75,4930.25,False
2024-01-01 13:00:00,-5000.0,8000.0,8985.36,13985.36,-985.3600000000006,False
2024-01-01 13:00:00,-14607.0,14407.0,8985.36,23592.36,5421.639999999999,False
2024-01-01 14:00:00,-14607.0,14407.0,7783.87,22390.87,6623.13,False
2024-01-01 14:00:00,-5000.0,8000.0,7783.87,12783.869999999999,216.1300000000001,True
2024-01-01 15:00:00,-5000.0,8000.0,5721.5,10721.5,2278.5,False
2024-01-01 15:00:00,-14607.0,14407.0,5721.5,20328.5,8685.5,False
2024-01-01 16:00:00,-5000.0,8000.0,5850.93,10850.93,2149.0699999999997,False
2024-01-01 16:00:00,-14607.0,14407.0,5850.93,20457.93,8556.07,False
2024-01-01 17:00:00,-5000.0,8000.0,6780.1,11780.1,1219.8999999999996,False
2024-01-01 17:00:00,-14607.0,14407.0,6780.1,21387.1,7626.9,False
2024-01-01 18:00:00,-5000.0,8000.0,4557.47,9557.470000000001,3442.5299999999997,False
2024-01-01 18:00:00,-14607.0,14407.0,4557.47,19164.47,9849.529999999999,False
2024-01-01 19:00:00,-5000.0,8000.0,4744.17,9744.17,3255.83,False
2024-01-01 19:00:00,-14607.0,14407.0,4744.17,19351.17,9662.83,False
2024-01-01 20:00:00,-14607.0,14407.0,4727.9,19334.9,9679.1,False
2024-01-01 20:00:00,-5000.0,8000.0,4727.9,9727.9,3272.1000000000004,False
2024-01-01 21:00:00,-5000.0,8000.0,3048.48,8048.48,4951.52,False
2024-01-01 21:00:00,-14607.0,14407.0,3048.48,17655.48,11358.52,False
2024-01-01 22:00:00,-5000.0,8000.0,3252.37,8252.369999999999,4747.63,False
2024-01-01 22:00:00,-14607.0,14407.0,3252.37,17859.37,11154.630000000001,False
2024-01-01 23:00:00,-5000.0,8000.0,3803.55,8803.55,4196.45,False
2024-01-01 23:00:00,-14607.0,14407.0,3803.55,18410.55,10603.45,False
2024-01-02 00:00:00,-11441.0,11752.0,3494.6200000000003,14935.62,8257.38,False
2024-01-02 01:00:00,-11441.0,11752.0,4013.500000000001,15454.5,7738.499999999999,False
2024-01-02 02:00:00,-11441.0,11752.0,3863.3,15304.3,7888.7,False
2024-01-02 03:00:00,-11441.0,11752.0,4681.23,16122.23,7070.77,False
2024-01-02 04:00:00,-11441.0,11752.0,5755.22,17196.22,5996.78,False
2024-01-02 05:00:00,-11441.0,11752.0,5497.97,16938.97,6254.03,False
2024-01-02 06:00:00,-11441.0,11752.0,4597.1500000000015,16038.150000000001,7154.8499999999985,False
2024-01-02 07:00:00,-11441.0,11752.0,4512.099999999999,15953.099999999999,7239.900000000001,False
2024-01-02 08:00:00,-11441.0,11752.0,4909.0,16350.0,6843.0,False
2024-01-02 09:00:00,-11441.0,11752.0,2548.5700000000006,13989.57,9203.43,False
2024-01-02 10:00:00,-11441.0,11752.0,1365.5800000000002,12806.58,10386.42,False
2024-01-02 11:00:00,-11441.0,11752.0,107.25,11548.25,11644.75,False
2024-01-02 12:00:00,-11441.0,11752.0,-1925.06,9515.94,13677.06,False
2024-01-02 13:00:00,-11441.0,11752.0,-1192.2800000000004,10248.72,12944.28,False
2024-01-02 14:00:00,-11441.0,11752.0,-1110.5700000000002,10330.43,12862.57,False
2024-01-02 15:00:00,-11441.0,11752.0,716.0000000000003,12157.0,11036.0,False
2024-01-02 16:00:00,-11441.0,11752.0,702.8700000000001,12143.87,11049.13,False
2024-01-02 17:00:00,-11441.0,11752.0,2308.1500000000005,13749.150000000001,9443.849999999999,False
2024-01-02 18:00:00,-11441.0,11752.0,4952.58,16393.58,6799.42,False
2024-01-02 19:00:00,-11441.0,11752.0,6010.18,17451.18,5741.82,False
2024-01-02 20:00:00,-11441.0,11752.0,8568.779999999999,20009.78,3183.220000000001,False
2024-01-02 21:00:00,-11441.0,11752.0,9538.78,20979.78,2213.2199999999993,False
2024-01-02 22:00:00,-11441.0,11752.0,11881.329999999998,23322.329999999998,-129.3299999999981,True
2024-01-02 23:00:00,-11441.0,11752.0,10799.829999999998,22240.829999999998,952.1700000000019,False
2024-01-03 00:00:00,-12147.0,13956.0,10124.579999999998,22271.579999999998,3831.420000000002,False
2024-01-03 01:00:00,-12147.0,13956.0,11124.78,23271.78,2831.2199999999993,False
2024-01-03 02:00:00,-12147.0,13956.0,10947.86,23094.86,3008.1399999999994,False
2024-01-03 03:00:00,-12147.0,13956.0,11087.71,23234.71,2868.290000000001,False
2024-01-03 04:00:00,-12147.0,13956.0,8384.0,20531.0,5572.0,False
2024-01-03 05:00:00,-12147.0,13956.0,10285.68,22432.68,3670.3199999999997,False
2024-01-03 06:00:00,-12147.0,13956.0,10296.18,22443.18,3659.8199999999997,False
2024-01-03 07:00:00,-12147.0,13956.0,10295.580000000002,22442.58,3660.4199999999983,False
2024-01-03 08:00:00,-12147.0,13956.0,10047.16,22194.16,3908.84,False
2024-01-03 09:00:00,-12147.0,13956.0,10918.71,23065.71,3037.290000000001,False
2024-01-03 10:00:00,-12147.0,13956.0,10161.020000000002,22308.020000000004,3794.9799999999977,False
2024-01-03 11:00:00,-12147.0,13956.0,8845.05,20992.05,5110.950000000001,False
2024-01-03 12:00:00,-12147.0,13956.0,8158.279999999999,20305.28,5797.720000000001,False
2024-01-03 13:00:00,-12147.0,13956.0,6678.530000000001,18825.53,7277.469999999999,False
2024-01-03 14:00:00,-12147.0,13956.0,4777.03,16924.03,9178.970000000001,False
2024-01-03 15:00:00,-12147.0,13956.0,4391.77,16538.77,9564.23,False
2024-01-03 16:00:00,-12147.0,13956.0,3130.95,15277.95,10825.05,False
2024-01-03 17:00:00,-12147.0,13956.0,957.35,13104.35,12998.65,False
2024-01-03 18:00:00,-12147.0,13956.0,-645.5999999999999,11501.4,14601.6,False
2024-01-03 19:00:00,-12147.0,13956.0,2042.5500000000004,14189.550000000001,11913.449999999999,False
2024-01-03 20:00:00,-12147.0,13956.0,2368.3500000000004,14515.35,11587.65,False
2024-01-03 21:00:00,-12147.0,13956.0,2955.6800000000003,15102.68,11000.32,False
2024-01-03 22:00:00,-12147.0,13956.0,4911.63,17058.63,9044.369999999999,False
2024-01-03 23:00:00,-12147.0,13956.0,4705.33,16852.33,9250.67,False
2024-01-04 00:00:00,-14102.0,12500.0,5064.37,19166.37,7435.63,False
2024-01-04 01:00:00,-14102.0,12500.0,6267.4800000000005,20369.48,6232.5199999999995,False
2024-01-04 02:00:00,-14102.0,12500.0,6117.259999999998,20219.26,6382.740000000002,False
2024-01-04 03:00:00,-14102.0,12500.0,7185.580000000001,21287.58,5314.419999999999,False
2024-01-04 04:00:00,-14102.0,12500.0,6701.0,20803.0,5799.0,False
2024-01-04 05:00:00,-14102.0,12500.0,6166.01,20268.010000000002,6333.99,False
2024-01-04 06:00:00,-14102.0,12500.0,4223.889999999999,18325.89,8276.11,False
2024-01-04 07:00:00,-14102.0,12500.0,1144.71,15246.71,11355.29,False
2024-01-04 08:00:00,-14102.0,12500.0,129.78999999999985,14231.789999999999,12370.210000000001,False
2024-01-04 09:00:00,-14102.0,12500.0,-177.0,13925.0,12677.0,False
2024-01-04 10:00:00,-14102.0,12500.0,1375.31,15477.31,11124.69,False
2024-01-04 11:00:00,-14102.0,12500.0,174.4799999999998,14276.48,12325.52,False
2024-01-04 12:00:00,-14102.0,12500.0,-1740.5899999999997,12361.41,14240.59,False
2024-01-04 13:00:00,-14102.0,12500.0,-2725.48,11376.52,15225.48,False
2024-01-04 14:00:00,-14102.0,12500.0,-4862.94,9239.060000000001,17362.94,False
2024-01-04 15:00:00,-14102.0,12500.0,-7086.71,7015.29,19586.71,False
2024-01-04 16:00:00,-14102.0,12500.0,-9663.41,4438.59,22163.41,False
2024-01-04 17:00:00,-14102.0,12500.0,-10223.8,3878.2000000000007,22723.8,False
2024-01-04 18:00:00,-14102.0,12500.0,-12441.719999999998,1660.2800000000025,24941.719999999998,False
2024-01-04 19:00:00,-14102.0,12500.0,-11520.02,2581.9799999999996,24020.02,False
2024-01-04 20:00:00,-14102.0,12500.0,-11397.21,2704.790000000001,23897.21,False
2024-01-04 21:00:00,-14102.0,12500.0,-9982.03,4119.969999999999,22482.03,False
2024-01-04 22:00:00,-14102.0,12500.0,-8528.800000000001,5573.199999999999,21028.800000000003,False
2024-01-04 23:00:00,-14102.0,12500.0,-5921.32,8180.68,18421.32,False
2024-01-05 00:00:00,-16195.0,13177.0,-4227.429999999999,11967.57,17404.43,False
2024-01-05 01:00:00,-16195.0,13177.0,-3804.35,12390.65,16981.35,False
2024-01-05 02:00:00,-16195.0,13177.0,-3238.52,12956.48,16415.52,False
2024-01-05 03:00:00,-16195.0,13177.0,-2739.9,13455.1,15916.9,False
2024-01-05 04:00:00,-16195.0,13177.0,-1230.8200000000002,14964.18,14407.82,False
2024-01-05 05:00:00,-16195.0,13177.0,-1218.4000000000003,14976.6,14395.4,False
2024-01-05 06:00:00,-16195.0,13177.0,-712.7300000000005,15482.27,13889.73,False
2024-01-05 07:00:00,-16195.0,13177.0,-1398.7500000000002,14796.25,14575.75,False
2024-01-05 08:00:00,-16195.0,13177.0,542.2200000000001,16737.22,12634.78,False
2024-01-05 09:00:00,-16195.0,13177.0,1098.13,17293.13,12078.869999999999,False
2024-01-05 10:00:00,-16195.0,13177.0,2534.86,18729.86,10642.14,False
2024-01-05 11:00:00,-16195.0,13177.0,2348.83,18543.83,10828.17,False
2024-01-05 12:00:00,-16195.0,13177.0,2571.9299999999994,18766.93,10605.07,False
2024-01-05 13:00:00,-16195.0,13177.0,1031.09,17226.09,12145.91,False
2024-01-05 14:00:00,-16195.0,13177.0,594.5499999999996,16789.55,12582.45,False
2024-01-05 15:00:00,-16195.0,13177.0,405.9200000000003,16600.920000000002,12771.08,False
2024-01-05 16:00:00,-16195.0,13177.0,497.2900000000004,16692.29,12679.71,False
2024-01-05 17:00:00,-16195.0,13177.0,779.3399999999998,16974.34,12397.66,False
2024-01-05 18:00:00,-16195.0,13177.0,1469.2399999999998,17664.239999999998,11707.76,False
2024-01-05 19:00:00,-16195.0,13177.0,2004.14,18199.14,11172.86,False
2024-01-05 20:00:00,-16195.0,13177.0,2460.82,18655.82,10716.18,False
2024-01-05 21:00:00,-16195.0,13177.0,2113.19,18308.19,11063.81,False
2024-01-05 22:00:00,-16195.0,13177.0,1833.25,18028.25,11343.75,False
2024-01-05 23:00:00,-16195.0,13177.0,2017.65,18212.65,11159.35,False
2024-01-06 00:00:00,-14501.0,19034.0,1250.43,15751.43,17783.57,False
2024-01-06 01:00:00,-14501.0,19034.0,334.0499999999999,14835.05,18699.95,False
2024-01-06 02:00:00,-14501.0,19034.0,-585.1699999999998,13915.83,19619.17,False
2024-01-06 03:00:00,-14501.0,19034.0,-1205.8999999999996,13295.1,20239.9,False
2024-01-06 04:00:00,-14501.0,19034.0,-1319.1600000000003,13181.84,20353.16,False
2024-01-06 05:00:00,-14501.0,19034.0,-678.4699999999998,13822.53,19712.47,False
2024-01-06 06:00:00,-14501.0,19034.0,-239.3500000000001,14261.65,19273.35,False
2024-01-06 07:00:00,-14501.0,19034.0,-6.669999999999845,14494.33,19040.67,False
2024-01-06 08:00:00,-14501.0,19034.0,-2188.05,12312.95,21222.05,False
2024-01-06 09:00:00,-14501.0,19034.0,-2301.3900000000003,12199.61,21335.39,False
2024-01-06 10:00:00,-14501.0,19034.0,-2110.7300000000005,12390.27,21144.73,False
2024-01-06 11:00:00,-14501.0,19034.0,-3666.7999999999993,10834.2,22700.8,False
2024-01-06 12:00:00,-14501.0,19034.0,-2156.2900000000004,12344.71,21190.29,False
2024-01-06 13:00:00,-14501.0,19034.0,-1514.7700000000004,12986.23,20548.77,False
2024-01-06 14:00:00,-14501.0,19034.0,-3172.1199999999994,11328.880000000001,22206.12,False
2024-01-06 15:00:00,-14501.0,19034.0,-3165.74,11335.26,22199.739999999998,False
2024-01-06 16:00:00,-14501.0,19034.0,-3691.3,10809.7,22725.3,False
2024-01-06 17:00:00,-14501.0,19034.0,-4318.27,10182.73,23352.27,False
2024-01-06 18:00:00,-14501.0,19034.0,-4449.03,10051.970000000001,23483.03,False
2024-01-06 19:00:00,-14501.0,19034.0,-2903.17,11597.83,21937.17,False
2024-01-06 20:00:00,-14501.0,19034.0,-1015.7299999999996,13485.27,20049.73,False
2024-01-06 21:00:00,-14501.0,19034.0,-893.3300000000004,13607.67,19927.33,False
2024-01-06 22:00:00,-14501.0,19034.0,-539.0799999999999,13961.92,19573.08,False
2024-01-06 23:00:00,-14501.0,19034.0,-856.8199999999997,13644.18,19890.82,False
2024-01-07 00:00:00,-14209.0,14867.0,-1230.4200000000003,12978.58,16097.42,False
2024-01-07 01:00:00,-14209.0,14867.0,-1157.7200000000005,13051.279999999999,16024.720000000001,False
2024-01-07 02:00:00,-14209.0,14867.0,-1963.34,12245.66,16830.34,False
2024-01-07 03:00:00,-14209.0,14867.0,-2643.0199999999995,11565.98,17510.02,False
2024-01-07 04:00:00,-14209.0,14867.0,-1690.9,12518.1,16557.9,False
2024-01-07 05:00:00,-14209.0,14867.0,-788.9200000000001,13420.08,15655.92,False
2024-01-07 06:00:00,-14209.0,14867.0,-575.4499999999998,13633.55,15442.45,False
2024-01-07 07:00:00,-14209.0,14867.0,-155.1300000000001,14053.869999999999,15022.130000000001,False
2024-01-07 08:00:00,-14209.0,14867.0,578.0100000000002,14787.01,14288.99,False
2024-01-07 09:00:00,-14209.0,14867.0,-357.1300000000001,13851.869999999999,15224.130000000001,False
2024-01-07 10:00:00,-14209.0,14867.0,-1829.78,12379.22,16696.78,False
2024-01-07 11:00:00,-14209.0,14867.0,-2367.129999999999,11841.87,17234.129999999997,False
2024-01-07 12:00:00,-14209.0,14867.0,-1722.8000000000002,12486.2,16589.8,False
